pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
7e5r	L	H	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	10/13/21	SARS-CoV-2 S trimer with three-antibody cocktail complex	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Sun, Y., Wang, L., Wang, N., Feng, R., Wang, X.	3.6	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV6	Kappa	None	None	None	None	None
7e5r	P	Q	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	10/13/21	SARS-CoV-2 S trimer with three-antibody cocktail complex	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Sun, Y., Wang, L., Wang, N., Feng, R., Wang, X.	3.6	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
7e5r	M	U	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	10/13/21	SARS-CoV-2 S trimer with three-antibody cocktail complex	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Sun, Y., Wang, L., Wang, N., Feng, R., Wang, X.	3.6	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7e5r	W	R	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	10/13/21	SARS-CoV-2 S trimer with three-antibody cocktail complex	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Sun, Y., Wang, L., Wang, N., Feng, R., Wang, X.	3.6	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
7e5r	O	E	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	10/13/21	SARS-CoV-2 S trimer with three-antibody cocktail complex	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Sun, Y., Wang, L., Wang, N., Feng, R., Wang, X.	3.6	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV6	Kappa	None	None	None	None	None
7e5r	I	K	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	10/13/21	SARS-CoV-2 S trimer with three-antibody cocktail complex	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Sun, Y., Wang, L., Wang, N., Feng, R., Wang, X.	3.6	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7e5r	X	S	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	10/13/21	SARS-CoV-2 S trimer with three-antibody cocktail complex	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Sun, Y., Wang, L., Wang, N., Feng, R., Wang, X.	3.6	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
7e5r	N	D	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	10/13/21	SARS-CoV-2 S trimer with three-antibody cocktail complex	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Sun, Y., Wang, L., Wang, N., Feng, R., Wang, X.	3.6	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV6	Kappa	None	None	None	None	None
7e5r	T	V	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	10/13/21	SARS-CoV-2 S trimer with three-antibody cocktail complex	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Sun, Y., Wang, L., Wang, N., Feng, R., Wang, X.	3.6	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7wpf	T	NA	0	NA	NA	NA	NA	VIRAL PROTEIN	03/16/22	SARS-CoV-2 Omicron Variant S Trimer complexed with three JMB2002 Fab	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; MUS MUSCULUS; LAMA GLAMA	lama glama			Yin, W., Xu, Y., Xu, P., Cao, X., Wu, C., Gu, C., He, X., Wang, X., Huang, S., Yuan, Q., Wu, K., Hu, W., Huang, Z., Liu, J., Wang, Z., Jia, F., Xia, K., Liu, P., Wang, X., Song, B., Zheng, J., Jiang, H., Cheng, X., Jiang, Y., Deng, S.J., Xu, H.E.	2.92	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7wpf	U	V	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN	03/16/22	SARS-CoV-2 Omicron Variant S Trimer complexed with three JMB2002 Fab	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; MUS MUSCULUS; LAMA GLAMA	mus musculus	mus musculus	severe acute respiratory syndrome coronavirus2 	Yin, W., Xu, Y., Xu, P., Cao, X., Wu, C., Gu, C., He, X., Wang, X., Huang, S., Yuan, Q., Wu, K., Hu, W., Huang, Z., Liu, J., Wang, Z., Jia, F., Xia, K., Liu, P., Wang, X., Song, B., Zheng, J., Jiang, H., Cheng, X., Jiang, Y., Deng, S.J., Xu, H.E.	2.92	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
7wpf	Z	NA	0	NA	NA	NA	NA	VIRAL PROTEIN	03/16/22	SARS-CoV-2 Omicron Variant S Trimer complexed with three JMB2002 Fab	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; MUS MUSCULUS; LAMA GLAMA	lama glama			Yin, W., Xu, Y., Xu, P., Cao, X., Wu, C., Gu, C., He, X., Wang, X., Huang, S., Yuan, Q., Wu, K., Hu, W., Huang, Z., Liu, J., Wang, Z., Jia, F., Xia, K., Liu, P., Wang, X., Song, B., Zheng, J., Jiang, H., Cheng, X., Jiang, Y., Deng, S.J., Xu, H.E.	2.92	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7wpf	X	Y	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	03/16/22	SARS-CoV-2 Omicron Variant S Trimer complexed with three JMB2002 Fab	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; MUS MUSCULUS; LAMA GLAMA	mus musculus	mus musculus	severe acute respiratory syndrome coronavirus2 	Yin, W., Xu, Y., Xu, P., Cao, X., Wu, C., Gu, C., He, X., Wang, X., Huang, S., Yuan, Q., Wu, K., Hu, W., Huang, Z., Liu, J., Wang, Z., Jia, F., Xia, K., Liu, P., Wang, X., Song, B., Zheng, J., Jiang, H., Cheng, X., Jiang, Y., Deng, S.J., Xu, H.E.	2.92	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
7wpf	W	NA	0	NA	NA	NA	NA	VIRAL PROTEIN	03/16/22	SARS-CoV-2 Omicron Variant S Trimer complexed with three JMB2002 Fab	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; MUS MUSCULUS; LAMA GLAMA	lama glama			Yin, W., Xu, Y., Xu, P., Cao, X., Wu, C., Gu, C., He, X., Wang, X., Huang, S., Yuan, Q., Wu, K., Hu, W., Huang, Z., Liu, J., Wang, Z., Jia, F., Xia, K., Liu, P., Wang, X., Song, B., Zheng, J., Jiang, H., Cheng, X., Jiang, Y., Deng, S.J., Xu, H.E.	2.92	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7wpf	R	S	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	03/16/22	SARS-CoV-2 Omicron Variant S Trimer complexed with three JMB2002 Fab	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; MUS MUSCULUS; LAMA GLAMA	mus musculus	mus musculus	severe acute respiratory syndrome coronavirus2 	Yin, W., Xu, Y., Xu, P., Cao, X., Wu, C., Gu, C., He, X., Wang, X., Huang, S., Yuan, Q., Wu, K., Hu, W., Huang, Z., Liu, J., Wang, Z., Jia, F., Xia, K., Liu, P., Wang, X., Song, B., Zheng, J., Jiang, H., Cheng, X., Jiang, Y., Deng, S.J., Xu, H.E.	2.92	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
7wpd	Z	NA	0	NA	NA	NA	NA	VIRAL PROTEIN	03/16/22	SARS-CoV-2 Omicron Variant S Trimer complexed with one JMB2002 Fab	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; MUS MUSCULUS; LAMA GLAMA	lama glama			Yin, W., Xu, Y., Xu, P., Cao, X., Wu, C., Gu, C., He, X., Wang, X., Huang, S., Yuan, Q., Wu, K., Hu, W., Huang, Z., Liu, J., Wang, Z., Jia, F., Xia, K., Liu, P., Wang, X., Song, B., Zheng, J., Jiang, H., Cheng, X., Jiang, Y., Deng, S.J., Xu, H.E.	3.18	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7wpd	X	Y	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	03/16/22	SARS-CoV-2 Omicron Variant S Trimer complexed with one JMB2002 Fab	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; MUS MUSCULUS; LAMA GLAMA	mus musculus	mus musculus	severe acute respiratory syndrome coronavirus2 	Yin, W., Xu, Y., Xu, P., Cao, X., Wu, C., Gu, C., He, X., Wang, X., Huang, S., Yuan, Q., Wu, K., Hu, W., Huang, Z., Liu, J., Wang, Z., Jia, F., Xia, K., Liu, P., Wang, X., Song, B., Zheng, J., Jiang, H., Cheng, X., Jiang, Y., Deng, S.J., Xu, H.E.	3.18	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
7wpe	X	Y	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	03/23/22	SARS-CoV-2 Omicron Variant S Trimer complexed with two JMB2002 Fab	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; MUS MUSCULUS; LAMA GLAMA	mus musculus	mus musculus	severe acute respiratory syndrome coronavirus2 	Yin, W., Xu, Y., Xu, P., Cao, X., Wu, C., Gu, C., He, X., Wang, X., Huang, S., Yuan, Q., Wu, K., Hu, W., Huang, Z., Liu, J., Wang, Z., Jia, F., Xia, K., Liu, P., Wang, X., Song, B., Zheng, J., Jiang, H., Cheng, X., Jiang, Y., Deng, S.J., Xu, H.E.	2.69	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
7wpe	W	NA	0	NA	NA	NA	NA	VIRAL PROTEIN	03/23/22	SARS-CoV-2 Omicron Variant S Trimer complexed with two JMB2002 Fab	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; MUS MUSCULUS; LAMA GLAMA	lama glama			Yin, W., Xu, Y., Xu, P., Cao, X., Wu, C., Gu, C., He, X., Wang, X., Huang, S., Yuan, Q., Wu, K., Hu, W., Huang, Z., Liu, J., Wang, Z., Jia, F., Xia, K., Liu, P., Wang, X., Song, B., Zheng, J., Jiang, H., Cheng, X., Jiang, Y., Deng, S.J., Xu, H.E.	2.69	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7wpe	U	V	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	03/23/22	SARS-CoV-2 Omicron Variant S Trimer complexed with two JMB2002 Fab	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; MUS MUSCULUS; LAMA GLAMA	mus musculus	mus musculus	severe acute respiratory syndrome coronavirus2 	Yin, W., Xu, Y., Xu, P., Cao, X., Wu, C., Gu, C., He, X., Wang, X., Huang, S., Yuan, Q., Wu, K., Hu, W., Huang, Z., Liu, J., Wang, Z., Jia, F., Xia, K., Liu, P., Wang, X., Song, B., Zheng, J., Jiang, H., Cheng, X., Jiang, Y., Deng, S.J., Xu, H.E.	2.69	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
7wpe	Z	NA	0	NA	NA	NA	NA	VIRAL PROTEIN	03/23/22	SARS-CoV-2 Omicron Variant S Trimer complexed with two JMB2002 Fab	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; MUS MUSCULUS; LAMA GLAMA	lama glama			Yin, W., Xu, Y., Xu, P., Cao, X., Wu, C., Gu, C., He, X., Wang, X., Huang, S., Yuan, Q., Wu, K., Hu, W., Huang, Z., Liu, J., Wang, Z., Jia, F., Xia, K., Liu, P., Wang, X., Song, B., Zheng, J., Jiang, H., Cheng, X., Jiang, Y., Deng, S.J., Xu, H.E.	2.69	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7e5o	H	L	0	A	protein	NA	spike protein s1	VIRAL PROTEIN	09/08/21	Crystal structure of SARS-CoV-2 RBD in complex with antibody NT-193	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Kita, S., Onodera, T., Adachi, Y., Moriayma, S., Nomura, T., Tadokoro, T., Anraku, Y., Yumoto, K., Tian, C., Fukuhara, H., Suzuki, T., Tonouchi, K., Sasaki, J., Sun, L., Hashiguchi, T., Takahashi, Y., Maenaka, K.	2.8	X-RAY DIFFRACTION	0.256	0.226	False	True	IGHV4	IGKV1	Kappa	None	None	None	None	None
7mjj	F	G	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN/Immune System	05/12/21	Cryo-EM structure of the SARS-CoV-2 N501Y mutant spike protein ectodomain bound to Fab ab1 (class 1)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; SYNTHETIC CONSTRUCT	synthetic construct	synthetic construct	severe acute respiratory syndrome coronavirus2 	Zhu, X., Mannar, D., Srivastava, S.S., Berezuk, A.M., Demers, J.P., Saville, J.W., Leopold, K., Li, W., Dimitrov, D.S., Tuttle, K.S., Zhou, S., Chittori, S., Subramaniam, S.	3.32	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
7mjj	D	E	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/Immune System	05/12/21	Cryo-EM structure of the SARS-CoV-2 N501Y mutant spike protein ectodomain bound to Fab ab1 (class 1)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; SYNTHETIC CONSTRUCT	synthetic construct	synthetic construct	severe acute respiratory syndrome coronavirus2 	Zhu, X., Mannar, D., Srivastava, S.S., Berezuk, A.M., Demers, J.P., Saville, J.W., Leopold, K., Li, W., Dimitrov, D.S., Tuttle, K.S., Zhou, S., Chittori, S., Subramaniam, S.	3.32	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
7mjk	H	I	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN/Immune System	05/12/21	Cryo-EM structure of the SARS-CoV-2 N501Y mutant spike protein ectodomain bound to Fab ab1 (class 2)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; SYNTHETIC CONSTRUCT	synthetic construct	synthetic construct	severe acute respiratory syndrome coronavirus2 	Zhu, X., Mannar, D., Srivastava, S.S., Berezuk, A.M., Demers, J.P., Saville, J.W., Leopold, K., Li, W., Dimitrov, D.S., Tuttle, K.S., Zhou, S., Chittori, S., Subramaniam, S.	2.73	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
7mjk	D	E	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/Immune System	05/12/21	Cryo-EM structure of the SARS-CoV-2 N501Y mutant spike protein ectodomain bound to Fab ab1 (class 2)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; SYNTHETIC CONSTRUCT	synthetic construct	synthetic construct	severe acute respiratory syndrome coronavirus2 	Zhu, X., Mannar, D., Srivastava, S.S., Berezuk, A.M., Demers, J.P., Saville, J.W., Leopold, K., Li, W., Dimitrov, D.S., Tuttle, K.S., Zhou, S., Chittori, S., Subramaniam, S.	2.73	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
7mjk	F	G	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN/Immune System	05/12/21	Cryo-EM structure of the SARS-CoV-2 N501Y mutant spike protein ectodomain bound to Fab ab1 (class 2)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; SYNTHETIC CONSTRUCT	synthetic construct	synthetic construct	severe acute respiratory syndrome coronavirus2 	Zhu, X., Mannar, D., Srivastava, S.S., Berezuk, A.M., Demers, J.P., Saville, J.W., Leopold, K., Li, W., Dimitrov, D.S., Tuttle, K.S., Zhou, S., Chittori, S., Subramaniam, S.	2.73	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
7z0y	H	L	0	R	protein	NA	spike protein s1	ANTIVIRAL PROTEIN, IMMUNE SYSTEM	04/13/22	THSC20.HVTR04 Fab bound to SARS-CoV-2 Receptor Binding Domain	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wibmer, C.K.	2.95	X-RAY DIFFRACTION	0.241	0.219	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
7z0x	H	L	0	R	protein	NA	surface glycoprotein	ANTIVIRAL PROTEIN	04/13/22	THSC20.HVTR26 Fab bound to SARS-CoV-2 Receptor Binding Domain	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wibmer, C.K.	1.8	X-RAY DIFFRACTION	0.188	0.163	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
7wph	E	D	0	A	protein	NA	spike protein s1	PROTEIN BINDING	03/30/22	SARS-CoV2 RBD bound to Fab06	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Lin, J.Q., El Sahili, A., Lescar, J.	2.89	X-RAY DIFFRACTION	0.269	0.229	False	True	IGHV4	IGLV2	Lambda	None	None	None	None	None
7wph	H	L	0	B	protein	NA	spike protein s1	PROTEIN BINDING	03/30/22	SARS-CoV2 RBD bound to Fab06	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Lin, J.Q., El Sahili, A., Lescar, J.	2.89	X-RAY DIFFRACTION	0.269	0.229	False	True	IGHV4	IGLV2	Lambda	None	None	None	None	None
6xdg	B	D	0	E	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	06/10/20	Complex of SARS-CoV-2 receptor binding domain with the Fab fragments of two neutralizing antibodies	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; MUS MUSCULUS; HOMO SAPIENS	mus musculus	mus musculus	severe acute respiratory syndrome coronavirus2 	Franklin, M.C., Saotome, K., Romero Hernandez, A., Zhou, Y.	3.9	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
6xdg	C	A	0	E	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	06/10/20	Complex of SARS-CoV-2 receptor binding domain with the Fab fragments of two neutralizing antibodies	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; MUS MUSCULUS; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Franklin, M.C., Saotome, K., Romero Hernandez, A., Zhou, Y.	3.9	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
7tly	A	B	0	I	protein	NA	spike glycoprotein	VIRUS/IMMUNE SYSTEM	02/02/22	SARS-CoV-2 S B.1.1.529 Omicron variant (RBD + S309 Local Refinement)	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	McCallum, M., Veesler, D., Seattle Structural Genomics Center for Infectious Disease (SSGCID)	3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7tlz	B	A	0	J	protein	NA	spike glycoprotein	VIRUS/IMMUNE SYSTEM	02/02/22	SARS-CoV-2 S NTD B.1.1.529 Omicron variant + S309 Local Refinement	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	McCallum, M., Veesler, D., Seattle Structural Genomics Center for Infectious Disease (SSGCID)	3.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7ps5	H	L	0	E	protein	NA	surface glycoprotein	VIRAL PROTEIN	12/15/21	Crystal structure of the receptor binding domain of SARS-CoV-2 beta variant spike glycoprotein in complex with Beta-47 Fab	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhou, D., Ren, J., Stuart, D.I.	3.14	X-RAY DIFFRACTION	0.274	0.226	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
6j11	F	G	0	B	protein	NA	n-terminal domain of spike glycoprotein	VIRAL PROTEIN	12/27/18	MERS-CoV spike N-terminal domain and 7D10 scFv complex	MIDDLE EAST RESPIRATORY SYNDROME-RELATED CORONAVIRUS; MUS MUSCULUS	mus musculus	mus musculus	middle east respiratory syndrome-relatedcoronavirus 	Zhou, H., Zhang, S., Zhang, S., Tang, W., Wang, X.	3.0	X-RAY DIFFRACTION	0.225	0.188	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
6j11	D	E	0	C	protein	NA	n-terminal domain of spike glycoprotein	VIRAL PROTEIN	12/27/18	MERS-CoV spike N-terminal domain and 7D10 scFv complex	MIDDLE EAST RESPIRATORY SYNDROME-RELATED CORONAVIRUS; MUS MUSCULUS	mus musculus	mus musculus	middle east respiratory syndrome-relatedcoronavirus 	Zhou, H., Zhang, S., Zhang, S., Tang, W., Wang, X.	3.0	X-RAY DIFFRACTION	0.225	0.188	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
6j11	H	L	0	A	protein	NA	n-terminal domain of spike glycoprotein	VIRAL PROTEIN	12/27/18	MERS-CoV spike N-terminal domain and 7D10 scFv complex	MIDDLE EAST RESPIRATORY SYNDROME-RELATED CORONAVIRUS; MUS MUSCULUS	mus musculus	mus musculus	middle east respiratory syndrome-relatedcoronavirus 	Zhou, H., Zhang, S., Zhang, S., Tang, W., Wang, X.	3.0	X-RAY DIFFRACTION	0.225	0.188	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7cyh	E	D	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	06/09/21	Binding interface of SARS-CoV-2 RBD and its neutralizing antibody HB27	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, X., Zhu, L.	3.9	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV5	IGKV3	Kappa	None	None	None	None	None
7bep	D	F	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	03/03/21	Crystal structure of the receptor binding domain of SARS-CoV-2 Spike glycoprotein in a ternary complex with COVOX-384 and S309 Fabs	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhou, D., Zhao, Y., Ren, J., Stuart, D.	2.61	X-RAY DIFFRACTION	0.241	0.203	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7bep	A	B	0	E	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	03/03/21	Crystal structure of the receptor binding domain of SARS-CoV-2 Spike glycoprotein in a ternary complex with COVOX-384 and S309 Fabs	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhou, D., Zhao, Y., Ren, J., Stuart, D.	2.61	X-RAY DIFFRACTION	0.241	0.203	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7bep	H	L	0	E	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	03/03/21	Crystal structure of the receptor binding domain of SARS-CoV-2 Spike glycoprotein in a ternary complex with COVOX-384 and S309 Fabs	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhou, D., Zhao, Y., Ren, J., Stuart, D.	2.61	X-RAY DIFFRACTION	0.241	0.203	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7bep	G	I	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	03/03/21	Crystal structure of the receptor binding domain of SARS-CoV-2 Spike glycoprotein in a ternary complex with COVOX-384 and S309 Fabs	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhou, D., Zhao, Y., Ren, J., Stuart, D.	2.61	X-RAY DIFFRACTION	0.241	0.203	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7bel	C	D	0	X	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	03/03/21	Crystal structure of the receptor binding domain of SARS-CoV-2 Spike glycoprotein in a ternary complex with COVOX-88 and COVOX-45 Fabs	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhou, D., Zhao, Y., Ren, J., Stuart, D.	2.53	X-RAY DIFFRACTION	0.286	0.249	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
